"patch_W [mm]","Freq [GHz]","S(1,1) []"
3.2,41.4375,-0.0528053205203063 + 0.476486923712529i
3.2,41.5,-0.0293256678937617 + 0.47710976423684i
3.2,41.5625,-0.00593609010395009 + 0.476244700926079i
3.2,41.625,0.0172461892322888 + 0.473896907933663i
3.2,41.6875,0.0401026567523504 + 0.470081716846757i
3.2,41.75,0.062514348792695 + 0.464825053344778i
3.2,41.8125,0.0843627743502848 + 0.458163825507101i
3.2,41.875,0.105530924378896 + 0.450146252098447i
3.2,41.9375,0.125904369328254 + 0.440832117399237i
3.2,42,0.145372445522674 + 0.430292937245017i
3.2,42.0625,0.163829529170994 + 0.418612018945921i
3.2,42.125,0.18117639440426 + 0.405884395755229i
3.2,42.1875,0.197321648657007 + 0.392216614660908i
3.2,42.25,0.212183234858133 + 0.377726354642212i
3.2,42.3125,0.225689985216279 + 0.362541851365916i
3.2,42.375,0.237783205849097 + 0.346801103840794i
3.2,42.4375,0.248418265147444 + 0.330650839096066i
3.2,42.5,0.257566151694513 + 0.314245212826254i
3.2,42.5625,0.265214959984591 + 0.297744227497881i
3.2,42.625,0.271371254435696 + 0.281311854983808i
3.2,42.6875,0.276061254730857 + 0.265113858678064i
3.2,42.75,0.279331778964108 + 0.24931532045958i
3.2,42.8125,0.281250876157163 + 0.234077890885011i
3.2,42.875,0.281908077309073 + 0.219556796461375i
3.2,42.9375,0.281414195161372 + 0.205897655375014i
3.2,43,0.279900608201964 + 0.193233171914991i
3.2,43.0625,0.277517974861971 + 0.181679798962308i
3.2,43.125,0.274434339894582 + 0.171334475920985i
3.2,43.1875,0.27083261668234 + 0.162271564661905i
3.2,43.25,0.266907456293161 + 0.154540116587096i
3.2,43.3125,0.262861545466367 + 0.148161607956547i
3.2,43.375,0.258901409668099 + 0.143128276533762i
3.2,43.4375,0.255232831604171 + 0.139402179256626i
3.2,43.5,0.252056027341097 + 0.136915067602068i
3.2,43.5625,0.249560748460754 + 0.135569145074418i
3.2,43.625,0.247921496563319 + 0.135238731311082i
3.2,43.6875,0.247293043515918 + 0.135772812155026i
3.2,43.75,0.247806445538128 + 0.136998407993135i
3.2,43.8125,0.249565721063061 + 0.138724647498974i
3.2,43.875,0.252645332136936 + 0.140747394516614i
3.2,43.9375,0.257088569006205 + 0.142854245652599i
3.2,44,0.262906890638069 + 0.144829697846346i
3.2,44.0625,0.270080224081794 + 0.146460280238467i
3.2,44.125,0.278558176904997 + 0.147539453184247i
3.2,44.1875,0.288262073288732 + 0.147872098073187i
3.2,44.25,0.299087688916127 + 0.147278452394197i
3.2,44.3125,0.310908534720501 + 0.145597382118327i
3.2,44.375,0.323579525888437 + 0.142688924470938i
3.2,44.4375,0.336940870104293 + 0.13843607509643i
3.2,44.5,0.350822016737222 + 0.132745831460083i
3.2,44.5625,0.365045524628228 + 0.125549536742368i
3.2,44.625,0.379430728017748 + 0.1168025939393i
3.2,44.6875,0.393797105521916 + 0.106483637702886i
3.2,44.75,0.407967283616155 + 0.0945932617049053i
3.2,44.8125,0.421769631850717 + 0.0811524026511351i
3.2,44.875,0.43504043048874 + 0.0662004795888212i
3.2,44.9375,0.447625611399386 + 0.0497933801379352i
3.2,45,0.459382089303842 + 0.03200137509173i
3.2,45.0625,0.470178712713984 + 0.0129070307535308i
3.2,45.125,0.479896872294393 - 0.00739682448186731i
3.2,45.1875,0.488430809312671 - 0.0288090355333595i
3.2,45.25,0.4956876688483 - 0.0512219262086955i
3.2,45.3125,0.501587342089785 - 0.0745229538495596i
3.2,45.375,0.50606213994366 - 0.0985962011722031i
3.2,45.4375,0.509056336842219 - 0.123323701066993i
3.2,45.5,0.510525619534756 - 0.148586596192693i
3.2,45.5625,0.51043647116274 - 0.174266139814205i
3.2,45.625,0.508765516352804 - 0.200244547644425i
3.2,45.6875,0.505498848633878 - 0.226405712646124i
3.2,45.75,0.500631357349363 - 0.252635796019783i
3.2,45.8125,0.494166067486817 - 0.278823708133125i
3.2,45.875,0.486113502536044 - 0.304861493106145i
3.2,45.9375,0.476491077626415 - 0.330644630300616i
3.2,46,0.465322527775742 - 0.356072265200839i
3.2,46.0625,0.452637374079126 - 0.381047381216153i
3.2,46.125,0.438470429040126 - 0.40547692286773i
3.2,46.1875,0.422861340955714 - 0.4292718797061i
3.2,46.25,0.405854176267638 - 0.452347339188728i
3.2,46.3125,0.387497038042918 - 0.474622515663202i
3.2,46.375,0.367841718205702 - 0.496020761573823i
3.2,46.4375,0.346943380775401 - 0.516469566052397i
3.2,46.5,0.324860273140023 - 0.535900545175421i
3.2,46.5625,0.301653462281224 - 0.554249427373005i
3.2,46.625,0.277386592845635 - 0.571456036758902i
3.2,46.6875,0.252125664005472 - 0.587464276513491i
3.2,46.75,0.22593882215459 - 0.602222113887932i
3.2,46.8125,0.198896166630501 - 0.615681567902968i
3.2,46.875,0.17106956582819 - 0.627798700384378i
3.2,46.9375,0.14253248126922 - 0.638533610603646i
3.2,47,0.113359797403193 - 0.64785043347152i
3.2,47.0625,0.0836276551429214 - 0.655717340959185i
3.2,47.125,0.0534132873654733 - 0.662106546192323i
3.2,47.1875,0.0227948548458356 - 0.666994309473523i
3.2,47.25,-0.00814871867495352 - 0.670360945335144i
3.2,47.3125,-0.0393379133508861 - 0.672190829604731i
3.2,47.375,-0.0706927828537116 - 0.672472405376187i
3.2,47.4375,-0.102133127362762 - 0.671198186719969i
3.2,47.5,-0.133578670306312 - 0.668364758932651i
3.2,47.5625,-0.164949239025123 - 0.663972774118877i
3.2,47.625,-0.196164949323967 - 0.658026940915396i
3.2,47.6875,-0.227146393682008 - 0.650536007206161i
3.2,47.75,-0.257814832709918 - 0.641512734738057i
3.2,47.8125,-0.288092389271598 - 0.630973864627107i
3.2,47.875,-0.317902244533212 - 0.618940072843682i
3.2,47.9375,-0.347168835063024 - 0.6054359148804i
3.2,48,-0.375818049984198 - 0.59048975893639i
3.2,48.0625,-0.403777427079937 - 0.574133707094405i
3.2,48.125,-0.430976346667919 - 0.55640350412063i
3.2,48.1875,-0.457346221999404 - 0.537338433678739i
3.2,48.25,-0.482820684898762 - 0.516981201917229i
3.2,48.3125,-0.507335765341625 - 0.495377808559791i
3.2,48.375,-0.530830063675063 - 0.47257740579959i
3.2,48.4375,-0.55324491421038 - 0.448632145467308i
3.2,48.5,-0.574524538968395 - 0.423597015106745i
3.2,48.5625,-0.594616190427188 - 0.397529663748068i
3.2,48.625,-0.613470282212327 - 0.370490218314761i
3.2,48.6875,-0.631040506777812 - 0.342541091733779i
3.2,48.75,-0.647283939250743 - 0.313746783936837i
3.2,48.8125,-0.662161126751815 - 0.284173677042547i
3.2,48.875,-0.675636162654894 - 0.253889826092303i
3.2,48.9375,-0.687676745409519 - 0.222964746776439i
3.2,49,-0.69825422171761 - 0.191469201630059i
3.2,49.0625,-0.707343614027255 - 0.159474986199547i
3.2,49.125,-0.714923632479193 - 0.127054716681133i
3.2,49.1875,-0.720976671613106 - 0.0942816205119695i
3.2,49.25,-0.725488792308202 - 0.0612293313526236i
3.2,49.3125,-0.728449689593462 - 0.0279716898387333i
3.2,49.375,-0.729852647114995 + 0.00541744860014159i
3.2,49.4375,-0.729694479189238 + 0.0388643976532623i
3.2,49.5,-0.727975461499358 + 0.0722958146837856i
3.2,49.5625,-0.724699251606779 + 0.10563886496257i
3.2,49.625,-0.719872800549099 + 0.138821374754128i
3.2,49.6875,-0.713506256878779 + 0.171771972574793i
3.2,49.75,-0.705612864563566 + 0.204420218097026i
3.2,49.8125,-0.696208856219026 + 0.23669671833362i
3.2,49.875,-0.685313343176228 + 0.268533230898348i
3.2,49.9375,-0.672948203903321 + 0.299862754304761i
3.2,50,-0.659137972299254 + 0.330619605429931i
3.3,25,0.610976826009835 - 0.71500917498458i
3.3,25.0625,0.58062173563037 - 0.739916072057578i
3.3,25.125,0.549261310364264 - 0.763518143729371i
3.3,25.1875,0.516952829982591 - 0.785775421174338i
3.3,25.25,0.483755027038609 - 0.806650500655831i
3.3,25.3125,0.449727975075921 - 0.826108582885193i
3.3,25.375,0.414932976808776 - 0.844117508349458i
3.3,25.4375,0.379432452299207 - 0.860647788677197i
3.3,25.5,0.343289827157566 - 0.875672634094545i
3.3,25.5625,0.306569420797145 - 0.889167977007931i
3.3,25.625,0.269336334780125 - 0.901112491736484i
3.3,25.6875,0.231656341300151 - 0.911487610405801i
3.3,25.75,0.193595771856243 - 0.920277535005798i
3.3,25.8125,0.155221406183291 - 0.927469245608739i
3.3,25.875,0.11660036151537 - 0.933052504739301i
3.3,25.9375,0.0777999822694084 - 0.937019857886695i
3.3,26,0.0388877302480425 - 0.939366630149208i
3.3,26.0625,-6.892452874966E-05 - 0.940090919004169i
3.3,26.125,-0.0390026122434152 - 0.939193583200884i
3.3,26.1875,-0.0778461708228854 - 0.936678227780582i
3.3,26.25,-0.116532752465819 - 0.932551185235542i
3.3,26.3125,-0.15499592901111 - 0.92682149282911i
3.3,26.375,-0.193169795998504 - 0.919500866109171i
3.3,26.4375,-0.230989075268672 - 0.91060366865933i
3.3,26.5,-0.268389215948214 - 0.900146878144587i
3.3,26.5625,-0.305306493665026 - 0.888150048721218i
3.3,26.625,-0.341678107841449 - 0.874635269893661i
3.3,26.6875,-0.377442276916018 - 0.85962712191435i
3.3,26.75,-0.412538331350541 - 0.843152627835058i
3.3,26.8125,-0.446906804286006 - 0.825241202330667i
3.3,26.875,-0.480489519720114 - 0.805924597427491i
3.3,26.9375,-0.51322967808938 - 0.785236845278821i
3.3,27,-0.545071939150802 - 0.763214198139414i
3.3,27.0625,-0.575962502070978 - 0.739895065698518i
3.3,27.125,-0.605849182644787 - 0.715319949937254i
3.3,27.1875,-0.634681487580685 - 0.689531377680716i
3.3,27.25,-0.662410685805229 - 0.662573831017997i
3.3,27.3125,-0.688989876755545 - 0.634493675764241i
3.3,27.375,-0.714374055644585 - 0.605339088137848i
3.3,27.4375,-0.738520175700266 - 0.575159979822967i
3.3,27.5,-0.761387207395334 - 0.544007921582631i
3.3,27.5625,-0.782936194700329 - 0.5119360655809i
3.3,27.625,-0.803130308406434 - 0.478999066563862i
3.3,27.6875,-0.821934896578773 - 0.445253002038669i
3.3,27.75,-0.839317532213077 - 0.4107552915777i
3.3,27.8125,-0.855248058179643 - 0.375564615361114i
3.3,27.875,-0.869698629548024 - 0.33974083205581i
3.3,27.9375,-0.882643753393446 - 0.303344896112346i
3.3,28,-0.894060326191723 - 0.266438774543801i
3.3,28.0625,-0.903927668913041 - 0.229085363232032i
3.3,28.125,-0.912227559926415 - 0.191348402787703i
3.3,28.1875,-0.918944265825694 - 0.153292393970823i
3.3,28.25,-0.924064570284701 - 0.114982512658891i
3.3,28.3125,-0.927577801043335 - 0.0764845243296987i
3.3,28.375,-0.929475855118138 - 0.037864698006928i
3.3,28.4375,-0.929753222320072 + 0.000810280402566056i
3.3,28.5,-0.928407007148936 + 0.0394733954685932i
3.3,28.5625,-0.925436949118027 + 0.0780573904002075i
3.3,28.625,-0.920845441544514 + 0.116494856132063i
3.3,28.6875,-0.914637548820394 + 0.154718321469158i
3.3,28.75,-0.906821022156246 + 0.192660344436171i
3.3,28.8125,-0.897406313765144 + 0.230253604987028i
3.3,28.875,-0.886406589427446 + 0.267430999237044i
3.3,28.9375,-0.873837739348845 + 0.304125735383929i
3.3,29,-0.859718387194226 + 0.340271431484913i
3.3,29.0625,-0.844069897148985 + 0.375802215254684i
3.3,29.125,-0.826916378827586 + 0.410652826042915i
3.3,29.1875,-0.808284689816807 + 0.444758719140394i
3.3,29.25,-0.788204435608626 + 0.478056172548986i
3.3,29.3125,-0.766707966645368 + 0.510482396333048i
3.3,29.375,-0.743830372168152 + 0.541975644647761i
3.3,29.4375,-0.719609470529188 + 0.572475330513635i
3.3,29.5,-0.694085795599547 + 0.601922143375849i
3.3,29.5625,-0.6673025788773 + 0.630258169452079i
3.3,29.625,-0.639305726876826 + 0.657427014833316i
3.3,29.6875,-0.610143793359155 + 0.683373931258778i
3.3,29.75,-0.579867945946079 + 0.708045944438778i
3.3,29.8125,-0.548531926648039 + 0.731391984748274i
3.3,29.875,-0.516192005827801 + 0.753363020059545i
3.3,29.9375,-0.482906929119541 + 0.77391219042495i
3.3,30,-0.448737856826557 + 0.792994944260843i
3.3,30.0625,-0.413748295330742 + 0.810569175621951i
3.3,30.125,-0.378004020064022 + 0.826595362092289i
3.3,30.1875,-0.34157298961634 + 0.841036702755024i
3.3,30.25,-0.304525250586654 + 0.853859255640274i
3.3,30.3125,-0.266932832823537 + 0.865032073987393i
3.3,30.375,-0.228869634750015 + 0.874527340598021i
3.3,30.4375,-0.190411298523431 + 0.882320499498993i
3.3,30.5,-0.151635074845583 + 0.888390384080976i
3.3,30.5625,-0.112619677310561 + 0.892719340830847i
3.3,30.625,-0.073445126257397 + 0.895293347734147i
3.3,30.6875,-0.0341925821816166 + 0.896102126389692i
3.3,30.75,0.00505583114717596 + 0.895139246852652i
3.3,30.8125,0.0442172136156097 + 0.892402224206068i
3.3,30.875,0.0832080853953512 + 0.887892605854972i
3.3,30.9375,0.121944592814102 + 0.881616048542687i
3.3,31,0.160342722903388 + 0.873582384106429i
3.3,31.0625,0.198318525947848 + 0.863805673019489i
3.3,31.125,0.235788345251672 + 0.852304244810503i
3.3,31.1875,0.272669053231111 + 0.83910072450692i
3.3,31.25,0.30887829283929 + 0.824222044319627i
3.3,31.3125,0.344334723233053 + 0.807699439868745i
3.3,31.375,0.37895826850215 + 0.789568430346337i
3.3,31.4375,0.412670368201909 + 0.769868782119323i
3.3,31.5,0.445394228361512 + 0.748644455394768i
3.3,31.5625,0.477055071584601 + 0.725943533697972i
3.3,31.625,0.507580384817057 + 0.701818136050802i
3.3,31.6875,0.536900163330944 + 0.676324311881021i
3.3,31.75,0.564947149463942 + 0.649521918841691i
3.3,31.8125,0.591657064661586 + 0.62147448387069i
3.3,31.875,0.616968833395686 + 0.592249047971651i
3.3,31.9375,0.640824797576457 + 0.56191599534732i
3.3,32,0.663170920138461 + 0.530548867661635i
3.3,32.0625,0.683956976560982 + 0.498224164345375i
3.3,32.125,0.703136733180991 + 0.46502112999i
3.3,32.1875,0.720668111270789 + 0.431021529992587i
3.3,32.25,0.736513335981118 + 0.39630941571941i
3.3,32.3125,0.750639069392431 + 0.360970880545148i
3.3,32.375,0.763016527070273 + 0.325093808196443i
3.3,32.4375,0.773621577683161 + 0.288767614881568i
3.3,32.5,0.782434825410495 + 0.252082986720814i
3.3,32.5625,0.789441675041639 + 0.215131614003707i
3.3,32.625,0.794632379842366 + 0.178005923789046i
3.3,32.6875,0.798002072438989 + 0.140798812331329i
3.3,32.75,0.799550779140757 + 0.103603378762476i
3.3,32.8125,0.799283418284752 + 0.0665126613813939i
3.3,32.875,0.797209783341987 + 0.0296193778061688i
3.3,32.9375,0.793344511665934 - 0.00698432987441822i
3.3,33,0.787707039892934 - 0.0432071439504369i
3.3,33.0625,0.780321547115362 - 0.0789588130967725i
3.3,33.125,0.77121688704093 - 0.114150386861788i
3.3,33.1875,0.760426510422955 - 0.148694442150157i
3.3,33.25,0.747988379094903 - 0.182505301408644i
3.3,33.3125,0.733944872966278 - 0.215499242431205i
3.3,33.375,0.718342691334219 - 0.247594699914866i
3.3,33.4375,0.701232749834554 - 0.278712459118504i
3.3,33.5,0.682670074295842 - 0.30877584220012i
3.3,33.5625,0.66271369266896 - 0.337710888031653i
3.3,33.625,0.641426526081263 - 0.365446526511176i
3.3,33.6875,0.618875279907161 - 0.391914748607228i
3.3,33.75,0.595130335554503 - 0.41705077357536i
3.3,33.8125,0.570265643436949 - 0.4407932149794i
3.3,33.875,0.544358617335236 - 0.46308424732442i
3.3,33.9375,0.517490030043483 - 0.483869775260563i
3.3,34,0.489743909849052 - 0.50309960744056i
3.3,34.0625,0.461207437005387 - 0.520727637202453i
3.3,34.125,0.431970838925798 - 0.536712032294942i
3.3,34.1875,0.40212728235291 - 0.551015435856982i
3.3,34.25,0.371772760244513 - 0.5636051807954i
3.3,34.3125,0.341005970564537 - 0.574453519562709i
3.3,34.375,0.309928183582463 - 0.583537871108843i
3.3,34.4375,0.278643093672635 - 0.59084108645055i
3.3,34.5,0.247256650977112 - 0.596351733854989i
3.3,34.5625,0.215876867665581 - 0.600064404053018i
3.3,34.625,0.184613592913015 - 0.601980035165786i
3.3,34.6875,0.153578250143999 - 0.60210625612922i
3.3,34.75,0.122883529593216 - 0.6004577463202i
3.3,34.8125,0.0926430288423935 - 0.597056607814032i
3.3,34.875,0.0629708337604958 - 0.591932745229302i
3.3,34.9375,0.0339810322494942 - 0.58512424644436i
3.3,35,0.00578715344314087 - 0.576677755611568i
3.3,35.0625,-0.0214984744123027 - 0.566648827876197i
3.3,35.125,-0.0477654531779745 - 0.555102253069003i
3.3,35.1875,-0.0729061354581989 - 0.542112333447902i
3.3,35.25,-0.0968165389539419 - 0.52776309840139i
3.3,35.3125,-0.119397354218638 - 0.512148437006963i
3.3,35.375,-0.140555042240907 - 0.49537212760185i
3.3,35.4375,-0.160203014363679 - 0.477547742236738i
3.3,35.5,-0.178262882504898 - 0.458798403235062i
3.3,35.5625,-0.194665762545547 - 0.439256369275211i
3.3,35.625,-0.209353608229062 - 0.419062429660057i
3.3,35.6875,-0.222280547171673 - 0.398365087935671i
3.3,35.75,-0.233414184886581 - 0.377319519936592i
3.3,35.8125,-0.242736837416652 - 0.35608629678162i
3.3,35.875,-0.250246648652274 - 0.334829870355105i
3.3,35.9375,-0.255958545128378 - 0.31371682731187i
3.3,36,-0.259904979508244 - 0.292913927439334i
3.3,36.0625,-0.262136414510712 - 0.272585952955595i
3.3,36.125,-0.262721502094136 - 0.252893406528619i
3.3,36.1875,-0.261746918529954 - 0.233990106844992i
3.3,36.25,-0.259316824670822 - 0.216020740707363i
3.3,36.3125,-0.255551932124505 - 0.199118439108171i
3.3,36.375,-0.25058816983201 - 0.183402450729565i
3.3,36.4375,-0.244574961122181 - 0.168975989151276i
3.3,36.5,-0.237673137859734 - 0.155924329165978i
3.3,36.5625,-0.230052534830534 - 0.144313222694859i
3.3,36.625,-0.221889322930482 - 0.134187695846992i
3.3,36.6875,-0.213363152951654 - 0.125571275978766i
3.3,36.75,-0.204654191802443 - 0.118465681809725i
3.3,36.8125,-0.195940139070271 - 0.112850991645833i
3.3,36.875,-0.187393313437104 - 0.108686285666353i
3.3,36.9375,-0.179177895434317 - 0.105910739271503i
3.3,37,-0.171447405582769 - 0.104445126884994i
3.3,37.0625,-0.164342485657072 - 0.104193680459107i
3.3,37.125,-0.157989036475143 - 0.105046235122183i
3.3,37.1875,-0.152496749277727 - 0.106880586528904i
3.3,37.25,-0.147958050553507 - 0.109564980782694i
3.3,37.3125,-0.144447463195263 - 0.11296065822616i
3.3,37.375,-0.142021371142581 - 0.116924376572408i
3.3,37.4375,-0.140718160990586 - 0.121310846174022i
3.3,37.5,-0.140558703001125 - 0.125975019936524i
3.3,37.5625,-0.141547125866392 - 0.130774191644005i
3.3,37.625,-0.143671834523448 - 0.135569868445823i
3.3,37.6875,-0.146906718163663 - 0.140229395195774i
3.3,37.75,-0.151212496016582 - 0.144627319599299i
3.3,37.8125,-0.156538151088744 - 0.148646497219725i
3.3,37.875,-0.162822406317387 - 0.152178943989027i
3.3,37.9375,-0.169995203053979 - 0.155126450783795i
3.3,38,-0.177979147945395 - 0.157400979818938i
3.3,38.0625,-0.186690900706177 - 0.158924866146997i
3.3,38.125,-0.196042481619997 - 0.15963084957788i
3.3,38.1875,-0.205942483597298 - 0.15946196305384i
3.3,38.25,-0.216297179053243 - 0.158371303157238i
3.3,38.3125,-0.227011516632513 - 0.156321707229755i
3.3,38.375,-0.237990006835105 - 0.153285359767654i
3.3,38.4375,-0.24913749888125 - 0.149243348533195i
3.3,38.5,-0.260359853723662 - 0.14418518836425i
3.3,38.5625,-0.27156452002863 - 0.13810832811822i
3.3,38.625,-0.282661021278098 - 0.131017653666793i
3.3,38.6875,-0.293561362974906 - 0.122924997449571i
3.3,38.75,-0.304180369347313 - 0.113848662855827i
3.3,38.8125,-0.314435959027291 - 0.103812969670701i
3.3,38.875,-0.324249368994757 - 0.0928478250130172i
3.3,38.9375,-0.333545335702573 - 0.0809883226105136i
3.3,39,-0.342252241781642 - 0.0682743718976969i
3.3,39.0625,-0.350302236118624 - 0.054750357267876i
3.3,39.125,-0.357631334438494 - 0.0404648268451159i
3.3,39.1875,-0.364179506839764 - 0.0254702093427324i
3.3,39.25,-0.369890758043382 - 0.00982255691971089i
3.3,39.3125,-0.374713205442311 + 0.00641868858656796i
3.3,39.375,-0.378599159387289 + 0.0231909091051633i
3.3,39.4375,-0.381505209520247 + 0.0404285068583818i
3.3,39.5,-0.38339232037169 + 0.0580630876610871i
3.3,39.5625,-0.384225938870173 + 0.0760236349198758i
3.3,39.625,-0.383976115866756 + 0.0942366784593857i
3.3,39.6875,-0.382617643248903 + 0.112626462476595i
3.3,39.75,-0.380130207699193 + 0.131115117078695i
3.3,39.8125,-0.376498561635748 + 0.149622838002005i
3.3,39.875,-0.37171271134391 + 0.168068079241248i
3.3,39.9375,-0.36576812176217 + 0.186367763441576i
3.3,40,-0.358665936809046 + 0.204437515018067i
3.3,40.0625,-0.350413213520421 + 0.222191921065412i
3.3,40.125,-0.341023167597837 + 0.2395448251969i
3.3,40.1875,-0.330515427236459 + 0.256409659497102i
3.3,40.25,-0.318916291296443 + 0.272699819773774i
3.3,40.3125,-0.306258986993724 + 0.288329089234757i
3.3,40.375,-0.292583921308035 + 0.303212115574313i
3.3,40.4375,-0.277938919231006 + 0.317264946205653i
3.3,40.5,-0.262379440803603 + 0.330405625992107i
3.3,40.5625,-0.245968767621292 + 0.342554861273954i
3.3,40.625,-0.228778148125602 + 0.353636753221037i
3.3,40.6875,-0.210886889567889 + 0.363579602517802i
3.3,40.75,-0.192382383051645 + 0.372316786057466i
3.3,40.8125,-0.17336004657227 + 0.379787704632597i
3.3,40.875,-0.153923169533649 + 0.385938798504976i
3.3,40.9375,-0.134182640902279 + 0.390724625164989i
3.3,41,-0.114256542059071 + 0.394108990500552i
